SectionID,Highway,DIR,LHRS,Offset,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,Latitude,Longitude,FUNC_CLASS
113030,409,E,48980,0,0,5.449,88.56,9.81,1.39,CO,ETOBICOKE - HWY 427 IC,ETOBICOKE-HWY 401 OP,43.69703286,-79.60707071,FWY
113040,409,W,48980,0,0,5.449,91.2,9.79,1.14,CO,ETOBICOKE-HWY 401 OP,ETOBICOKE - HWY 427 IC,43.71015402,-79.55106977,FWY
113050,410,N,49050,0,0,9.995,80.69,8.25,0.97,AC,MISSISSAUGA-HWY 401/403 IC,QUEEN ST (BRAMPTON),43.64416592,-79.66664361,FWY
113060,410,S,49050,0,0,9.995,69.06,7.29,1.37,AC,QUEEN ST (BRAMPTON),MISSISSAUGA-HWY 401/403 IC,43.70372899,-79.73610529,FWY
113070,410,N,49071,0,9.995,13.068,95.43,9.87,0.95,AC,QUEEN ST (BRAMPTON),BOVAIRD DR,43.71255854,-79.74762335,FWY
113080,410,S,49071,0,9.995,13.068,93.89,9.8,1.07,AC,BOVAIRD DR,QUEEN ST (BRAMPTON),43.72530683,-79.76500705,FWY
113090,410,N,49076,0,13.068,17.548,86.31,9.82,1.63,PC,BOVAIRD DR,MAYFIELD RD IC,43.7264038,-79.76568834,FWY
113100,410,S,49076,0,13.068,17.548,85.2,9.6,1.59,PC,MAYFIELD RD IC,BOVAIRD DR,43.75547079,-79.80676669,FWY
113110,410,N,49085,0,17.548,21.548,88.92,9.36,1.21,AC,MAYFIELD RD IC,HWY 410/HWY 10 BULLNOSE,43.75678413,-79.79878836,FWY
113120,410,S,49085,0,17.548,21.548,86.96,9.19,1.27,AC,HWY 410/HWY 10 BULLNOSE,MAYFIELD RD IC,43.74434681,-79.83938198,FWY
113130,416,N,49150,0,0,3.832,98.26,9.99,0.72,AC,HWY 401-BEG OF PARALLEL FOR RAMP TO 416,0.7 KM N OF HWY 16 RAMP STRUCTURE,44.74038704,-75.49878651,FWY
113140,416,S,49150,0,0,14.735,85.53,9.17,1.43,AC,1.4 KM N OF CTY RD 21,HWY 401-BEG OF PARALLEL FOR RAMP TO 416,44.85973606,-75.54497773,FWY
113150,416,N,49155,0.77,3.832,27.421,94.52,9.47,0.59,AC,0.7 KM N OF HWY 16 RAMP STRUCTURE,1.7 KM N OF CTY RD 20,44.7676207,-75.49912447,FWY
113160,416,S,49160,1.4,14.735,26.921,77.37,8.85,2.14,AC,1.2 KM N OF CTY RD 20,1.4 KM N OF CTY RD 21,44.95975866,-75.59420957,FWY
113170,416,S,49165,1.2,26.921,35.509,74.97,8.87,2.48,AC,1.4 KM N OF CTY RD 43,1.2 KM N OF CTY RD 20,45.02937206,-75.62624953,FWY
113180,416,N,49165,1.7,27.421,34.395,94.18,9.47,0.64,AC,1.7 KM N OF CTY RD 20,0.3 KM S OF CTY RD 24,44.96287133,-75.59606801,FWY
113190,416,N,49170,4.5,34.395,36.909,89.14,9.24,1.04,AC,0.3 KM S OF CTY RD 24,1.4 KM N OF CTY RD 43,45.01987191,-75.62721105,FWY
113200,416,S,49175,0,35.509,36.909,72.05,8.03,1.86,AC,1.4 KM N OF CTY RD 43,LEEDS & GRENVILLE RD 43 IC (FRM HWY 43),45.03904704,-75.62474365,FWY
113210,416,N,49175,1.4,36.909,50.213,95.5,9.66,0.69,AC,1.4 KM N OF CTY RD 43,REG RD 6 - ROGER STEVENS DR,45.03898621,-75.62422616,FWY
113220,416,S,49175,1.4,36.909,50.213,94.62,9.62,0.76,AC,REG RD 6 - ROGER STEVENS DR,1.4 KM N OF CTY RD 43,45.14599877,-75.68086979,FWY
113230,416,N,49190,0,50.213,55.876,96.44,9.88,0.83,AC,REG RD 6 - ROGER STEVENS DR,.8 KM S OF CENTURY RD,45.14598068,-75.68042587,FWY
113240,416,S,49190,0,50.213,55.876,90.8,9.57,1.21,AC,.8 KM S OF CENTURY RD,REG RD 6 - ROGER STEVENS DR,45.18691696,-75.71826143,FWY
113250,416,N,49190,5.663,55.876,66.296,95.36,9.7,0.76,AC,0.8 KM S OF CENTURY RD,1.0 KM S FALLOWFIELD RD IC,45.18674861,-75.71749407,FWY
113260,416,S,49190,5.663,55.876,66.296,70,7.46,1.45,AC,1.0 KM S FALLOWFIELD RD IC,0.8 KM S OF CENTURY RD,45.26762426,-75.79332955,FWY
113270,416,N,49200,7.64,66.296,73.436,80.44,8.15,0.89,AC,1.0 KM S FALLOWFIELD RD IC,.7 KM N OF HUNT CLUB RD IC,45.26559978,-75.79110936,FWY
113280,416,S,49200,7.64,66.296,73.436,82.02,8.22,0.76,AC,.7 KM N OF HUNT CLUB RD IC,1.0 KM S FALLOWFIELD RD IC,45.32008315,-75.80590788,FWY
113290,416,N,49210,0.7,73.436,76.32,92.8,9.62,1,AC,.7 KM N OF HUNT CLUB RD IC,HWY 417 - OTTAWA QUEENSWAY,45.32019624,-75.80556973,FWY
113300,416,S,49210,0.7,73.436,76.32,87.15,8.85,0.83,AC,HWY 417 - OTTAWA QUEENSWAY,.7 KM N OF HUNT CLUB RD IC,45.34226487,-75.82210082,FWY
113310,417,E,49230,0,0,9.49,61.77,6.97,1.96,AC,HWY 17 IC-9,QUEBEC-ONTARIO BDY,45.56470386,-74.50548451,FWY
113320,417,W,49230,0,0,9.49,67.97,7.41,1.66,AC,QUEBEC-ONTARIO BDY,HWY 17 IC-9,45.53918703,-74.3896478,FWY
113330,417,E,49250,0,9.49,43.88,82.36,8.91,1.41,PC,STOR/DUN/GLEN RD 30 (DUNVEGAN RD),HWY 17 IC-9,45.37915021,-74.83099805,FWY
113340,417,W,49250,0,9.49,43.88,82.13,8.52,1.18,PC,HWY 17 IC-9,STOR/DUN/GLEN RD 30 (DUNVEGAN RD),45.46897887,-74.67768867,FWY
113350,417,E,49280,10.16,43.88,55.92,88.64,9.38,1.27,AC,KENYON-ROXBOROUGH TWP BDY,STOR/DUN/GLEN RD 30,45.32953063,-74.95951934,FWY
113360,417,W,49280,10.16,43.88,55.92,77.3,8.11,1.26,AC,STOR/DUN/GLEN RD 30,KENYON-ROXBOROUGH TWP BDY,45.37925359,-74.83241985,FWY
113370,417,E,49290,5.3,55.92,64.76,75.28,7.98,1.37,AC,CNR OH(EBL) S-ALEXAN,KENYON-ROXBOROUGH TWP BDY,45.30382282,-75.06893116,FWY
113380,417,W,49290,5.3,55.92,64.76,80.56,8.57,1.38,AC,KENYON-ROXBOROUGH TWP BDY,CNR OH(EBL) S-ALEXAN,45.32988577,-74.95979789,FWY
113390,417,E,49299,7.08,64.76,78.85,77.78,8.24,1.35,AC,LIMOGES RD IC-79 - RUSSELL RD 5,CNR OH(EBL) S-ALEXAN,45.31313914,-75.24169261,FWY
113400,417,W,49299,7.08,64.76,78.85,79.64,8.29,1.16,AC,CNR OH(EBL) S-ALEXAN,LIMOGES RD IC-79 - RUSSELL RD 5,45.30410869,-75.06970539,FWY
113410,417,E,49320,0,78.85,98.41,58.38,7.09,2.56,AC,GLOUCESTER TWP RD C 7-8 UP (8TH LINE RD),LIMOGES RD IC-79 - RUSSELL RD 5,45.36019384,-75.47773608,FWY
113420,417,W,49320,0,78.85,98.41,62.54,7.18,2.11,AC,LIMOGES RD IC-79 - RUSSELL RD 5,GLOUCESTER TWP RD C 7-8 UP (8TH LINE RD),45.31349226,-75.24193442,FWY
113430,417,E,49340,2.72,98.41,105.52,83.06,8.47,0.92,AC,OTTAWA/CARLETON RD 26 OP (RUSSELL RD),GLOUCESTER TWP RD C7-8 UP (8TH LN RD),45.37351043,-75.56638877,FWY
113440,417,W,49340,2.72,98.41,105.52,85.59,8.66,0.81,AC,GLOUCESTER TWP RD C7-8 UP (8TH LN RD),OTTAWA/CARLETON RD 26 OP (RUSSELL RD),45.36042202,-75.47678301,FWY
113450,417,E,49350,0,105.52,113,58.07,6.91,2.38,AC,E JCT HWY 17 IC-113,OTTAWA/CARLETON RD 26 OP,45.42265346,-75.62120835,FWY
113460,417,W,49350,0,105.52,113,62,7.41,2.46,AC,OTTAWA/CARLETON RD 26 OP,E JCT HWY 17 IC-113,45.37407138,-75.56575589,FWY
113470,417,E,49360,0,113,117.26,85.47,8.8,1,AC,NICHOLAS ST IC,E JCT HWY 17 IC-113,45.41629132,-75.67391141,FWY
113480,417,W,49360,0,113,117.26,84.93,8.91,1.2,AC,E JCT HWY 17 IC-113,NICHOLAS ST IC,,,FWY
113490,417,E,49389,0,117.26,127.09,75.54,8.01,1.37,AC,WOORDRUFFE AVE,NICHOLAS ST IC (118),45.36096427,-75.76843281,FWY
113500,417,W,49389,0,117.26,127.09,78.55,8.46,1.51,AC,NICHOLAS ST IC (118),WOORDRUFFE AVE,45.41676367,-75.67299918,FWY
113510,417,E,49500,0,127.09,133.44,88.44,9.06,0.91,AC,MOODIE DR IC 134,WOORDRUFFE AVE IC 127,45.3381992,-75.84140658,FWY
113520,417,W,49500,0,127.09,133.44,85.82,8.91,1.08,AC,WOORDRUFFE AVE IC 127,MOODIE DR IC 134,45.36127623,-75.76819229,FWY
113530,417,E,49540,0,133.44,137.46,86.91,8.95,0.99,AC,EAGLESON RD. IC 138,MOODIE DR. IC 134,45.3202384,-75.88560348,FWY
113540,417,W,49540,0,133.44,137.46,85.44,8.85,1.06,AC,MOODIE DR. IC 134,EAGLESON RD. IC 138,45.33868258,-75.84126359,FWY
113550,417,E,49550,0,137.46,141.106,91.19,9.19,0.7,AC,CARP RIVER BR,EAGLESON RD IC-138,45.30117526,-75.92237137,FWY
113560,417,W,49550,0,137.46,141.106,89.38,9.35,1.14,AC,EAGLESON RD IC-138,CARP RIVER BR,45.3204869,-75.88615844,FWY
113570,417,E,49560,1,141.106,145.536,89.39,9.24,1,AC,HWY 7 & W JCT HWY 17 IC-145,CARP RIVER BR,,,FWY
113580,417,W,49560,1,141.106,145.536,88.85,9.34,1.19,AC,CARP RIVER BR,HWY 7 & W JCT HWY 17 IC-145,45.30152828,-75.92276913,FWY
113590,417,E,49590,0,145.536,155.636,88.9,9.01,0.79,AC,0.9 KM W OF CTY RD 49 (MARCH RD),HWY 7 & W JCT HWY 17 IC 145,45.31331873,-76.05927975,FWY
113600,417,W,49590,0,145.536,156.236,69.11,7.72,1.88,AC,HWY 7 & W JCT HWY 17 IC 145,1.5 KM W OF CTY RD 49 (MARCH RD),45.2723153,-75.97332701,FWY
113610,417,E,49593,0.9,155.636,164.824,88.73,9.01,0.81,AC,1.372 KM W OF PANMURE RD IC 163,0.9 KM W OF CTY RD 49 (MARCH RD),45.33433486,-76.17165082,FWY
113620,417,W,49593,1.5,156.236,164.824,66.09,7.88,2.48,AC,1.5 KM W OF CTY RD 49 (MARCH RD),1.372 KM W OF PANMURE RD IC 163,45.31706912,-76.07754848,FWY
113630,417,E,49595,1.372,164.824,181.126,87.13,8.86,0.85,AC,HARRICK DR (N) - (END OF HWY 417),1.372 KM W OF PANMURE RD IC 163,45.41974142,-76.34054247,FWY
113640,417,W,49595,1.372,164.824,181.126,86.19,8.87,0.99,AC,1.372 KM W OF PANMURE RD IC 163,HARRICK DR (N) - (END OF HWY 417),45.33746948,-76.18230697,FWY
113650,420,E,49800,1,1.487,4.697,75.21,8.24,1.69,AC,NIAG FALLS - MONTROSE RD - NIAG,STANLEY AVE,43.09635302,-79.12362605,FWY
113660,420,W,49800,1,1.487,4.697,76.84,8.34,1.6,AC,STANLEY AVE,NIAG FALLS - MONTROSE RD - NIAG,43.09617887,-79.0854724,FWY
113670,427C,N,50205,0,0.274,0.837,76.71,10,2.62,CO,ETOBICOKE - EVANS AVE,THE QUEENSWAY,43.6114148,-79.54661086,FWY
113680,427C,S,50205,0,0.274,1.347,72.35,9.84,2.89,CO,NORTH QUEEN ST,ETOBICOKE - EVANS AVE,43.61971008,-79.55351561,FWY
113690,427C,N,50215,0,0.837,7.922,80.77,10,2.25,CO,THE QUEENSWAY,ETOBICOKE-HWYS 401/27 IC-45,43.6157862,-79.54952715,FWY
113700,427C,S,50215,0.51,1.347,7.922,89.8,10,1.43,CO,ETOBICOKE-HWYS 401/27 IC-45,NORTH QUEEN ST,43.67695029,-79.57762465,FWY
113710,427,N,50210,0,0.61,7.922,90.53,9.97,1.34,CO,QEW IC,ETOBICOKE-HWYS 401/27 IC-45,43.61044897,-79.55318322,FWY
113720,427,S,50210,0,0.61,7.922,89.47,9.97,1.43,CO,ETOBICOKE-HWYS 401/27 IC-45,QEW IC,43.66995604,-79.58512305,FWY
113730,427,N,50300,0,7.922,14.241,67.95,7.58,1.87,AC,ETOBICOKE-HWYS 401/27 IC-45,ETOBICOKE-REXDALE BV IC,43.67202396,-79.58259158,FWY
113740,427,S,50300,0,7.922,14.241,68.55,7.41,1.59,AC,ETOBICOKE-REXDALE BV IC,ETOBICOKE-HWYS 401/27 IC-45,43.71845579,-79.62037898,FWY
113750,427,N,50350,0,14.241,16.067,81.17,8.53,1.25,AC,ETOBICOKE-REXDALE BV IC,FINCH AV,43.71847259,-79.61997559,FWY
113760,427,S,50350,0,14.241,16.067,82.51,8.44,0.96,AC,FINCH AV,ETOBICOKE-REXDALE BV IC,43.7341693,-79.62751501,FWY
113770,427,N,50355,0,16.067,19.995,81.19,8.97,1.77,AC,FINCH AV,HWY 7,43.73419713,-79.62711912,FWY
113780,427,S,50355,0,16.067,19.995,75.02,7.87,1.27,AC,HWY 7,FINCH AV,43.77009569,-79.63419369,FWY
113790,502,B,50850,0,0,28.7,67.05,7.12,1.44,AC,JCT HWY 11 NLY,.2 KM N OF BIG SAWBILL LAKE RD,,,ART
113800,502,B,50855,3.66,28.7,47.04,95.12,9.89,1.02,AC,0.2 KM N OF BIG SAWBILL LAKE RD,0.8KM S OF GRAVE RD,,,ART
113810,502,B,50855,22,47.04,66.03,84.31,9.01,1.4,AC,0.8KM S OF GRAVE RD,0.1KM S OF TROUT RD,,,ART
113820,502,B,50858,17.43,66.03,102.56,62.16,6.85,1.77,AC,0.1KM S OF TROUT RD,7.2 KM N OF RATTLESNAKE CREEK,,,ART
113830,502,B,50871,15.73,102.56,139.74,62.95,6.83,1.64,AC,7.2 KM N OF RATTLESNAKE CREEK,1.6 KM S OF CENTURY RD,,,ART
113840,502,B,50881,12.94,139.74,151.38,62.99,7.54,2.48,AC,1.6 KM S OF CENTURY RD,JUNCTION HIGHWAY 594,,,ART
113850,510,B,52000,0,0,2.8,57.62,6.9,3.13,ST,MAGNETAWAN-SPARKS ST - HWY 520,HWY 124,,,LOC
113860,516,B,52680,0,0,36.66,89.05,10,2.49,ST,SEC HWY 599,0.5 KM W OF TRIPOLI RD,,,LOC
113870,516,B,52680,36.66,36.66,73.63,88.2,9.7,2.15,ST,0.5 KM W OF TRIPOLI RD,VERMILION RIVER RD,,,LOC
113880,516,B,52700,0,73.63,103.83,97.02,10,0.9,AC,VERMILION RIVER RD,SEC HWY 642,,,LOC
113890,518,B,53010,1.4,15.1,18.6,91.53,9.82,1.41,AC,KEARNY W LTS,4KM E OF HWY 592,,,LOC
113900,518,B,53010,4.9,18.6,22.92,89.69,9.31,1.05,AC,4KM E OF HWY 592 - EMSDALE,JCT STAR LAKE ROAD (EMSDALE),45.54099275,-79.27461465,LOC
113910,518,B,53030,0,22.92,25.37,77.65,8.52,1.7,AC,JCT STAR LAKE ROAD (EMSDALE),N JCT HWY 11/518 IC,,,LOC
113920,518,B,53040,0,25.37,38.37,92.42,10,1.51,AC,N JCT HWY 11/518 IC,13KM W OF HWY 11 - SPRUCEDALE W LMT,,,LOC
113930,518,B,53050,0.6,38.37,42.87,42.85,5.1,2.87,ST,13KM W OF HWY 11 - SPRUCEDALE W LMT,BORDEAU RD-MCMURRICH TWP,,,LOC
113940,518,B,53050,5.1,42.87,49.17,58.7,7.18,3.39,ST,BORDEAU RD - MCMURRICH TWP,BEAR LAKE BR,,,LOC
113950,518,B,53050,11.4,49.17,57.17,59.11,6.79,2.68,ST,BEAR LAKE BR,8.0 KM W OF BEAR LAKE BR,,,LOC
113960,518,B,53050,19.4,57.17,61.87,58.77,6.9,2.92,ST,8.0 KM WEST OF BEAR LAKE BRIDGE,CHRISTIE/MONTEITH TOWNSHIP LINE,,,LOC
113970,518,B,53060,4,61.87,70.53,65.49,7.44,2.59,ST,CHRISTIE/MONTEITH TOWNSHIP LINE,JAMES STREET (ORRVILLE),,,LOC
113980,518,B,53060,12.66,70.53,74.014,81.24,8.74,1.49,AC,JAMES STREET - ORRVILLE,TALLY HO SWORDS RD,,,LOC
113990,518,B,53070,2.927,74.014,81.087,84.75,8.98,1.31,AC,TALLY HO SWORDS RD,6.29KM EAST OF HWY 400/518 IC,,,LOC
114000,518,B,53070,10,81.087,87.777,65.59,7.3,1.85,AC,6.29KM EAST OF HWY 400/518 IC,400 M WEST OF HWY 400/518 IC,,,LOC
114010,519,B,53100,0,0,15.9,55.93,6.46,2.13,AC,JCT HWY 17,15.9KM N OF JCT HWY 17,,,LOC
114020,519,B,53100,15.9,15.9,30.47,55.6,6.5,2.22,AC,15.9KM N OF JCT HWY 17,END OF HWY AT DUBREUILVILLE,,,LOC
114030,520,B,53395,0,0,1.3,73.98,8.19,1.8,AC,HIGHWAY 11 - S ENT TO BURKS FALLS,1.3 KM W OF HWY 11,,,LOC
114040,520,B,53400,0,2.3,3.5,53.71,7.41,3.56,AC,JCT HWY 7162 (ONTARIO ST),1.2 KM W OF ONTARIO ST,,,LOC
114050,520,B,53400,1.2,3.5,13.9,56.9,6.4,2.45,ST,1.2 KM W OF ONTARIO ST,LAKEVIEW DR,,,LOC
114060,520,B,53400,11.6,13.9,24.2,60.75,6.63,2.12,ST,LAKEVIEW DR,MAGNETAWAN MUNICIPAL PARK ENT,,,LOC
114070,520,B,53410,8.9,24.2,25.3,44.77,7.13,4.42,AC,MAGNETAWAN MUNICIPAL PARK ENT,0.2 KM W OF HWY 510,,,LOC
114080,520,B,53420,0.2,25.3,27.8,65.28,7.65,2.31,AC,0.2 KM W OF HWY 510,EAST JCT HWY 124,,,LOC
114090,520,B,53440,0,43.22,47.92,62.21,7.24,2.86,ST,W JCT HWY 124,4.7 KM W OF HWY 124- 13/14 CONC RD,,,LOC
114100,520,B,53440,4.7,47.92,68.52,75.39,8.51,2.54,ST,4.7 KM W OF HWY 124- 13/14 CONC RD,ARDBEG - END OF HWY,,,LOC
114110,522B,B,53690,0,0,1.937,65.71,7.89,2.54,AC,HWY 522/MAIN ST,HEMLOCK RD,,,LOC
114120,522,B,53595,0,0,2.56,66.15,7.64,2.18,AC,HWY 11/MCFADDEN LINE,HWY 522B/MAIN ST,,,LOC
114130,522,B,53600,0.56,3.12,22.21,95.38,10,1.12,AC,BARRETT ST(N)TROUT CREEK,6.8km E of Hwy 524 (E. of Commanda),,,LOC
114140,522,B,53610,9.13,22.21,37.71,86.66,8.93,0.99,AC,6.8km E of Hwy 524 (E. of Commanda),8.6 km W of Hwy 524,,,LOC
114150,522,B,53620,8.7,37.71,55.21,92.5,9.77,1.22,AC,8.6 km W of Hwy 524,26.2 km W of Hwy 524,,,LOC
114160,522,B,53630,14.11,55.21,61.84,90.28,9.83,1.59,AC,26.2 km W of Hwy 524,32.8km W of Hwy 524 (Port Loring W. Lmt.),,,LOC
114170,522,B,53640,0.3,61.84,71.09,67.93,7.65,2.49,ST,PORT LORING W LTS,TORONADOS RD (FORMERLY ROGERSONS RD),,,LOC
114180,522,B,53645,0,71.09,82.32,83.09,9.41,2.61,ST,TORONADOS RD (FORMERLY ROGERSONS RD),ESS NARROWS BRIDGE,,,LOC
114190,522,B,53650,0,82.32,109.36,29.38,3.89,3.34,ST,ESS NARROWS BRIDGE,HIGHWAY 69,,,LOC
114200,523,B,53700,0,0,20.1,59.66,6.96,2.86,ST,NIPPISSING-HASTINGS COUNTY LINE,HWY 60,,,LOC
114210,524,B,53800,0,0,4.6,77.1,8.8,2.7,ST,SEC HWY 522,SEC HWY 534,,,LOC
114220,525,B,53830,0,0,27.2,28.79,4.54,4.51,ST,SEC HWY 596,WHITE DOG FALLS DAM,,,LOC
114230,525,B,53840,0,27.2,35.45,34.76,5.17,4.46,ST,WHITE DOG FALLS DAM,ISLINGTON IND RES S LTS,,,LOC
114240,526,B,54000,0,0,3.9,53.05,6.92,3.06,AC,HWY 69,BRITT POST OFFICE,,,LOC
114250,527,B,54050,0,0,11.4,66.19,7.44,1.94,AC,HWYS 11/17,11.4 KM NORTH OF HIGHWAYS 11/17,,,COL
114260,527,B,54050,11.4,11.4,21.65,59.4,6.3,1.47,AC,11.4 KM NORTH OF HIGHWAYS 11/17,2.3 KM NORTH KINGFISHER LAKE ENTRANCE,,,COL
114270,527,B,54060,4.4,21.65,33.86,60.11,6.44,1.55,AC,2.3 KM NORTH OF KINGFISHER LAKE ENTRANCE,5.4KM N OF S CURRENT R CULVERT,,,COL
114280,527,B,54060,16.61,33.86,45.89,85.87,9.57,1.87,AC,5.4KM N OF S CURRENT R CULVERT,11.6KM N OF S CURRENT R CULVERT,,,COL
114290,527,B,54070,0,45.89,55.79,48.88,5.96,2.47,AC,11.6 KM NORTH OF SOUTH CURRENT RIVER CULVERT,9.9 KM NORTH OF DORION ROAD,,,COL
114300,527,B,54070,9.9,55.79,71.34,96.17,10,1.01,AC,9.9 KM NORTH OF DORION ROAD,4.74KM N OF EAGLEHEAD R CULV,,,COL
114310,527,B,54070,25.45,71.34,96.25,67.63,7.51,1.83,AC,4.74KM N OF EAGLEHEAD R CULV,1.9KM NORTH OF LACHAPELLE CK CULV # 1,,,COL
114320,527,B,54090,2.21,96.25,121.29,95.91,10,1.05,AC,1.9KM NORTH OF LACHAPELLE CK CULV # 1,8.0KM N OF HWY 811 (TERTIARY RD),,,COL
114330,527,B,54110,6.4,121.29,145.39,96.68,10,0.94,AC,8.0KM N OF HWY 811 (TERTIARY RD),HURKETT RD,,,COL
114340,527,B,54120,0,145.39,175.42,53.24,6.34,3.01,ST,HURKETT RD,5.7 KM N OF GULL R BR,,,COL
114350,527,B,54130,5.7,175.42,197.14,60.47,7.11,2.96,ST,5.7 KM N OF GULL R BR,KOPKA R BR,,,COL
114360,527,B,54140,0,197.14,235.48,51.69,6.5,3.56,ST,KOPKA R BR,1ST AVE - ARMSTRONG,,,COL
114370,528A,B,54300,0,0,5.1,25.83,5.14,6.03,ST,SEC HWY 528,PINE COVE (END OF HWY),,,LOC
114380,528,B,54200,0,0,13.5,39.83,5.6,4.24,ST,LAFRENIERE'S CORS-HWY 64,WOLSELEY BAY (END OF HWY),,,LOC
114390,529A,B,54500,0,0,4.5,56.23,7.53,4.42,ST,SEC HWY 529,BAYFIELD-BAYFIELD LODGE,,,LOC
114400,529,B,54400,0,0,6.8,51.33,7.39,5.08,ST,S JCT HWY 69,SEC HWY 529A-BAYFIELD RD,,,LOC
114410,529,B,54410,0,6.8,23.2,63.27,7.53,3.14,ST,SECONDARY HIGHWAY 529A-BAYFIELD ROAD,0.5 KM SOUTH OF SECONDARY HIGHWAY 645,,,LOC
114420,529,B,54410,16.4,23.2,25.792,60.97,8.21,4.67,ST,0.5 KM SOUTH OF SECONDARY HIGHWAY 645,NORTH JUNCTION HIGHWAY 69,,,LOC
114430,531,B,54700,0,0,3.5,38.65,4.9,2.56,AC,BONFIELD-TWP RD C 8-9,HWY 17,,,LOC
114440,532,B,54750,0,0,5.4,86.81,9.22,1.32,AC,SEC HWY 556,1.3 KM N OF ACHIGAN CR BR,,,LOC
114450,532,B,54750,5.4,5.4,9.3,87.54,9.99,2.75,ST,0.4KM N OF ACHIGAN CR BR,4.3KM N OF ACHIGAN CR BR,,,LOC
114470,533,B,54900,1,1,4.8,50.15,6.43,2.86,AC,MATTAWA - HIGHWAY 17,SEC HWY 656 - LA CAVE RD,,,LOC
114480,533,B,54910,0,4.8,14.6,72.73,8.37,2.79,ST,SEC HWY 656 - LA CAVE RD,FROM 14.6 KM NORTH OF HIGHWAY 17,,,LOC
114490,533,B,54910,9.8,14.6,39.1,47.94,5.77,3.04,ST,14.6 KM NORTH OF HIGHWAY 17,39.1 KM NORTH OF HIGHWAY 17,,,LOC
114500,533,B,54920,8.4,39.1,53.4,71.45,8.07,2.53,ST,39.1 KM NORTH OF HIGHWAY 17,HWY 63,,,LOC
114510,534,B,55000,0,0,13.334,61.16,6.88,2.46,ST,0.2 KM S OF POWASSAN - HWY 11,JUNCTION HIGHWAY 654,,,LOC
114520,534,B,55010,0,13.334,26.916,47.72,5.41,2.49,ST,JUNCTION HIGHWAY 654,3.4 KM EAST OF HWY 524,,,LOC
114530,534,B,55010,13.582,26.916,31.716,71.1,8.3,2.97,ST,3.4 KM EAST OF HWY 524,1.4 KM W OF JCT HWY 524 BEAUDRY CREEK,,,LOC
114540,534,B,55020,1.4,31.716,34.816,66.22,8.07,3.48,ST,1.4 KM W OF JCT 524 BEAUDRY CR,RESTOULE-COMMANDA LAKE RD,,,LOC
114550,534,B,55030,0,34.816,43.854,31.01,5.33,5.4,ST,RESTOULE-COMMANDA LAKE RD,PATTERSON LAKE RD (PARK ENTRANCE),,,LOC
114560,535,B,55100,0,0,2,92.97,10,1.44,AC,NOELVILLE-HWY 64,2.0 KM N OF HWY 64,,,LOC
114570,535,B,55100,2,2,8.1,55.41,6.64,2.41,AC,2.0 KM N OF HWY 64,8.1 KM N. JCT. HWY. 64,,,LOC
114580,535,B,55100,8.1,8.1,20.2,93.81,10,1.33,AC,8.1 KM N. JCT. HWY. 64,20.2 KM N OF HWY 64,,,LOC
114590,535,B,55110,6.2,20.2,26.9,94.83,10,1.19,AC,20.2 KM N OF HWY 64,ST CHARLES - MAIN INT,,,LOC
114600,535,B,55120,0,26.9,38.47,94.44,10,1.24,AC,ST CHARLES - MAIN INT,HAGAR - HWY 17,,,LOC
114610,535,B,55130,0,38.47,40.17,90.71,10,1.74,AC,HAGAR - HWY 17,0.1 KM N OF ROY LUMBER CO ENT,,,LOC
114620,535,B,55130,1.7,40.17,48.77,78.11,8.66,2.29,ST,0.1 KM N OF ROY LUMBER CO ENT,END OF HIGHWAY - RIVIERE VEUVE,,,LOC
114630,537,B,55290,0,0,3,92.39,9.99,1.5,AC,HWY 7279 (OLD HWY 69),0.3KM E OF HWY 7042 (OLD WANUP RD),,,LOC
114640,537,B,55302,0.3,3,16.1,30.09,4,3.39,ST,0.3KM E OF HWY 7042 (OLD WANUP RD),FINNI RD - DRYDEN (3.6KM S OF HWY 17),,,LOC
114650,538,B,55400,0,0,5.6,62.7,8.22,4.37,ST,NORTH SHORE - E JCT HWY 17,NORTH SHORE - W JCT HWY 17,,,LOC
114660,539A,B,55600,0,0,5.8,33.93,5.11,4.51,ST,SEC HWY 539,TERT RD 805,,,LOC
114670,539,B,55500,0,0,0.5,82.65,9.99,2.8,AC,WARREN - HWY 17,WARREN N LTS (LAFONTAINE AV),,,LOC
114680,539,B,55500,0.5,0.5,8.7,59.47,6.67,2.42,ST,WARREN N LTS (LAFONTAINE AV),3.3 KM N OF JCT SUDBURY/NIPPISSING BDY,,,LOC
114690,539,B,55505,3.3,8.7,13.1,57.78,6.39,2.27,ST,3.3 KM N OF JCT SUDBURY/NIPPISSING BDY,7.7 KM N OF JCT SUDBURY/NIPPISSING BDY,,,LOC
114700,539,B,55505,7.7,13.1,14.8,53.64,6.07,2.5,ST,7.7 KM N OF JCT SUDBURY/NIPPISSING BDY,MONROE RD,,,LOC
114710,539,B,55505,9.4,14.8,21.7,48.51,5.47,2.45,ST,MONROE RD,ROBERTS/GUILLEMETTE RD,,,LOC
114720,539,B,55505,16.3,21.7,23.4,63.18,7.27,2.73,ST,ROBERTS/GUILEMETTE RD,SEC HWY 539A,,,LOC
114730,539,B,55510,0,23.4,37,50.32,5.6,2.33,ST,SEC HWY 539A,FIELD - HIGHWAY 64,,,LOC
